id,x_coord,y_coord,hidrologia,suelo_hidrico,vegetacion_hidrofita,presion_urbana,humedal_real_simulado,nivel_ruido,hidrologia_obs,suelo_hidrico_obs,vegetacion_hidrofita_obs,criterios_reales,criterios_observados
383,78.03,53.46,1,0,1,100.0,0,0.15,1,0,1,2,2
384,47.94,99.35,0,1,1,76.07,1,0.15,0,0,1,2,1
385,37.64,95.87,0,0,0,57.76,0,0.15,0,1,1,0,2
386,98.66,4.04,1,1,1,60.74,1,0.15,1,1,1,3,3
387,71.78,70.58,1,1,1,90.96,1,0.15,1,1,1,3,3
388,95.12,30.18,1,0,1,71.64,1,0.15,1,0,1,2,2
389,11.85,90.3,0,0,1,60.68,0,0.15,0,0,1,1,1
390,85.05,4.51,1,1,0,94.76,0,0.15,1,1,0,2,2
391,63.71,93.59,0,1,1,94.04,0,0.15,0,1,1,2,2
392,12.19,83.75,1,0,1,37.9,1,0.15,1,0,1,2,2
393,58.83,11.75,1,0,1,80.22,0,0.15,0,0,1,2,1
394,68.61,5.98,1,1,0,75.98,1,0.15,1,1,1,2,3
395,1.23,83.47,0,0,0,43.74,0,0.15,0,0,0,0,0
396,45.43,15.58,0,0,1,73.56,0,0.15,1,0,1,1,2
397,82.54,53.49,1,1,1,46.8,1,0.15,1,1,1,3,3
398,29.54,91.57,0,0,0,53.65,0,0.15,1,0,0,0,1
399,45.85,56.74,1,0,1,64.45,0,0.15,1,0,1,2,2
400,44.23,39.72,1,0,1,62.69,1,0.15,0,0,1,2,1
401,30.19,44.5,1,0,0,64.4,0,0.15,1,0,0,1,1
402,91.84,6.31,1,0,1,56.59,1,0.15,1,0,1,2,2
403,78.13,96.88,0,1,1,64.36,1,0.15,0,1,0,2,1
404,11.06,31.07,0,1,1,28.41,1,0.15,1,1,1,2,3
405,99.7,18.94,1,0,0,93.79,0,0.15,0,1,0,1,1
406,87.92,28.6,1,0,0,84.08,1,0.15,1,0,0,1,1
407,28.39,96.44,0,0,0,67.83,0,0.15,0,1,1,0,2
408,83.69,9.43,1,1,0,61.68,1,0.15,1,1,0,2,2
409,10.64,86.73,0,0,1,70.64,0,0.15,1,0,1,1,2
410,99.91,70.78,1,1,1,54.52,0,0.15,1,1,0,3,2
411,66.57,83.0,0,1,1,69.23,1,0.15,0,1,1,2,2
412,65.01,97.59,1,1,1,100.0,1,0.15,1,1,1,3,3
413,9.04,84.22,0,0,1,62.3,0,0.15,0,1,1,1,2
414,89.7,94.34,0,1,1,64.52,1,0.15,1,1,1,2,3
415,2.9,12.69,1,0,1,74.62,0,0.15,1,0,1,2,2
416,24.08,79.58,0,0,0,94.35,0,0.15,0,0,0,0,0
417,14.3,54.57,1,0,1,63.18,1,0.15,1,0,1,2,2
418,77.68,54.35,1,0,1,46.93,0,0.15,1,0,1,2,2
419,19.82,89.89,0,0,0,75.97,0,0.15,0,0,0,0,0
420,91.06,97.18,1,0,1,100.0,1,0.15,1,0,0,2,1
421,65.63,70.48,0,0,1,88.37,0,0.15,0,0,1,1,1
422,3.62,48.29,1,0,1,26.43,1,0.15,1,0,1,2,2
423,0.54,45.64,0,0,1,48.65,1,0.15,0,0,1,1,1
424,5.17,38.63,1,0,1,24.8,1,0.15,1,0,1,2,2
425,60.59,36.16,0,1,1,96.87,0,0.15,0,1,1,2,2
426,80.15,39.15,1,1,1,48.74,1,0.15,1,0,1,3,2
427,23.86,8.98,1,0,1,69.15,0,0.15,1,0,1,2,2
428,84.94,7.74,1,0,0,51.51,1,0.15,1,1,0,1,2
429,5.72,77.99,0,1,0,36.69,1,0.15,0,1,1,1,2
430,80.1,44.61,0,0,1,100.0,0,0.15,1,1,1,1,3
431,92.78,93.07,1,1,1,68.85,1,0.15,1,0,1,3,2
432,77.21,61.22,1,1,0,54.36,1,0.15,1,0,1,2,2
433,69.81,3.52,1,0,0,61.13,0,0.15,1,0,0,1,1
434,83.8,15.75,1,1,1,35.0,1,0.15,1,1,1,3,3
435,4.02,20.58,1,0,1,42.98,0,0.15,0,0,1,2,1
436,20.18,97.57,1,0,0,68.84,0,0.15,1,1,1,1,3
437,12.49,21.87,1,0,0,62.81,1,0.15,1,0,0,1,1
438,50.45,51.58,0,1,1,47.65,1,0.15,0,1,1,2,2
439,74.52,93.62,0,1,1,100.0,0,0.15,0,1,1,2,2
440,63.0,97.72,0,1,1,48.27,1,0.15,0,0,1,2,1
441,85.11,23.64,0,1,1,61.47,1,0.15,0,1,1,2,2
442,15.52,4.91,1,0,1,48.61,0,0.15,1,0,1,2,2
443,73.46,15.36,1,1,0,96.22,0,0.15,1,1,0,2,2
444,19.3,6.33,1,0,0,82.39,1,0.15,1,0,0,1,1
445,27.08,19.51,1,1,1,40.58,0,0.15,0,1,1,3,2
446,70.99,56.86,0,1,1,56.21,1,0.15,0,1,1,2,2
447,98.02,91.24,0,1,1,100.0,0,0.15,0,1,1,2,2
448,61.15,53.72,1,0,1,36.14,1,0.15,1,0,1,2,2
449,5.45,62.6,1,0,1,54.43,1,0.15,1,0,1,2,2
450,61.63,20.19,1,0,1,78.95,1,0.15,1,0,1,2,2
451,4.24,80.06,0,0,1,64.31,0,0.15,0,0,1,1,1
452,88.41,61.78,1,1,0,92.91,0,0.15,1,1,0,2,2
453,70.96,86.41,0,1,1,100.0,0,0.15,1,1,1,2,3
454,17.31,94.88,1,0,1,79.5,1,0.15,1,0,1,2,2
455,9.17,34.79,1,1,1,63.3,0,0.15,1,1,1,3,3
456,18.35,9.06,1,1,1,40.07,1,0.15,1,1,1,3,3
457,98.0,22.59,1,0,0,71.78,0,0.15,1,0,0,1,1
458,45.86,43.78,1,0,1,89.1,0,0.15,1,0,1,2,2
459,78.41,94.57,0,1,1,41.65,1,0.15,0,0,1,2,1
460,63.64,37.83,1,0,0,73.87,0,0.15,1,0,1,1,2
461,57.24,77.08,1,1,1,59.95,1,0.15,0,1,0,3,1
462,14.51,54.05,0,1,1,39.58,1,0.15,0,1,0,2,1
463,94.6,18.28,1,1,0,72.13,1,0.15,1,1,0,2,2
464,30.13,32.07,1,0,0,92.57,1,0.15,1,0,0,1,1
465,57.8,65.32,0,0,1,74.5,0,0.15,0,0,1,1,1
466,69.98,67.29,1,0,1,72.53,0,0.15,1,0,1,2,2
467,64.92,43.48,0,1,1,94.48,0,0.15,0,0,1,2,1
468,94.06,22.86,1,1,1,71.35,1,0.15,1,1,1,3,3
469,14.84,72.19,0,0,0,88.74,0,0.15,0,0,0,0,0
470,50.84,16.89,1,0,1,59.34,1,0.15,1,0,1,2,2
471,40.4,93.67,0,1,0,68.13,0,0.15,1,1,1,1,3
472,47.42,18.79,0,1,1,27.31,1,0.15,0,1,1,2,2
473,11.92,10.73,1,0,1,39.06,0,0.15,1,0,0,2,1
474,13.41,49.76,1,0,1,17.98,1,0.15,1,1,1,2,3
475,27.81,51.95,1,0,1,75.02,0,0.15,1,1,1,2,3
476,30.47,50.82,1,0,1,29.82,1,0.15,1,0,1,2,2
477,42.79,43.67,1,0,1,74.79,1,0.15,1,0,1,2,2
478,61.1,99.48,0,0,1,77.76,0,0.15,0,0,0,1,0
479,63.46,48.63,1,0,0,73.96,0,0.15,1,0,0,1,1
480,41.18,47.79,0,0,0,40.79,1,0.15,0,0,0,0,0
481,40.88,42.18,1,1,1,64.18,1,0.15,1,1,1,3,3
482,21.76,6.68,1,1,1,36.57,1,0.15,1,1,1,3,3
483,58.83,59.3,1,0,1,42.94,1,0.15,1,0,1,2,2
484,31.7,22.8,1,0,1,70.94,1,0.15,1,0,1,2,2
485,3.61,63.76,1,0,0,50.58,1,0.15,0,0,0,1,0
486,41.84,5.08,1,0,1,68.7,0,0.15,1,0,1,2,2
487,47.41,98.14,0,0,0,84.12,0,0.15,0,1,0,0,1
488,22.56,46.9,0,1,1,49.78,1,0.15,0,1,0,2,1
489,57.25,89.68,0,1,1,64.44,1,0.15,0,0,1,2,1
490,56.58,47.56,1,1,1,45.07,1,0.15,1,1,1,3,3
491,70.2,6.03,0,1,1,94.68,1,0.15,0,1,1,2,2
492,64.79,82.22,0,1,0,68.92,0,0.15,0,0,0,1,0
493,65.24,64.82,0,0,0,100.0,0,0.15,0,0,1,0,1
494,31.62,78.18,1,1,1,48.88,1,0.15,1,1,1,3,3
495,78.74,42.82,0,1,1,94.6,0,0.15,0,1,1,2,2
496,54.91,63.79,0,0,1,87.48,0,0.15,0,0,1,1,1
497,43.14,85.62,0,0,1,73.14,1,0.15,0,0,1,1,1
498,62.6,63.11,0,0,1,64.2,0,0.15,0,1,1,1,2
499,36.07,34.77,0,0,0,88.23,0,0.15,0,0,0,0,0
500,51.27,66.25,0,0,1,100.0,0,0.15,0,0,1,1,1
501,73.67,67.19,0,1,1,58.28,1,0.15,0,1,1,2,2
502,88.64,96.06,0,1,1,66.72,1,0.15,0,0,1,2,1
503,92.11,37.09,0,1,1,58.65,1,0.15,0,0,1,2,1
504,50.36,42.51,0,0,1,69.05,0,0.15,0,1,1,1,2
505,52.03,81.21,0,0,1,84.39,1,0.15,0,0,0,1,0
506,79.99,50.58,1,1,1,47.93,1,0.15,1,0,1,3,2
507,31.45,73.66,1,0,1,36.79,1,0.15,1,0,1,2,2
508,83.74,45.97,0,0,1,100.0,0,0.15,0,0,1,1,1
509,49.41,21.55,1,0,1,84.35,0,0.15,0,0,1,2,1
510,11.59,74.52,0,0,1,98.82,0,0.15,0,0,1,1,1
511,7.21,13.12,1,1,1,38.59,1,0.15,1,1,1,3,3
512,84.2,19.86,1,1,1,67.07,1,0.15,1,1,1,3,3
513,5.56,62.68,0,1,0,52.82,0,0.15,0,1,0,1,1
514,28.06,74.73,0,1,1,53.31,1,0.15,0,1,1,2,2
515,33.41,89.47,0,1,1,23.97,1,0.15,0,1,1,2,2
516,17.3,27.26,0,1,1,77.28,0,0.15,1,1,1,2,3
517,31.39,11.07,1,1,1,57.02,1,0.15,1,1,1,3,3
518,74.27,95.6,0,1,1,61.65,1,0.15,1,1,1,2,3
519,1.47,15.44,1,0,1,38.12,1,0.15,1,0,1,2,2
520,82.72,19.77,1,1,1,50.36,1,0.15,1,1,1,3,3
521,85.65,29.13,1,1,1,77.06,1,0.15,1,1,1,3,3
522,37.23,52.94,1,1,1,34.57,1,0.15,0,1,1,3,2
523,15.36,88.28,0,0,1,74.03,0,0.15,0,0,1,1,1
524,60.08,76.05,0,1,0,100.0,0,0.15,0,1,0,1,1
525,11.97,70.82,1,0,0,88.76,0,0.15,1,0,0,1,1
526,36.49,17.52,1,0,1,47.04,0,0.15,1,0,1,2,2
527,95.84,35.77,0,1,0,77.37,0,0.15,0,1,0,1,1
528,99.55,47.84,0,1,0,93.63,0,0.15,0,1,0,1,1
529,77.21,14.74,1,0,1,80.18,0,0.15,1,0,1,2,2
530,31.1,27.34,1,0,1,47.38,0,0.15,1,0,1,2,2
531,68.77,30.83,1,1,0,67.36,1,0.15,1,0,0,2,1
532,70.54,12.73,1,1,1,79.47,0,0.15,1,1,1,3,3
533,38.78,55.02,0,0,1,100.0,0,0.15,0,0,0,1,0
534,64.09,70.5,0,1,1,55.97,1,0.15,0,1,1,2,2
535,1.07,6.99,0,0,1,62.96,1,0.15,0,0,1,1,1
536,20.91,48.11,1,1,1,28.95,1,0.15,1,1,1,3,3
537,52.51,78.22,1,1,1,40.68,1,0.15,1,1,1,3,3
538,16.38,74.8,0,0,0,77.64,0,0.15,0,0,1,0,1
539,16.59,81.51,0,0,1,83.49,0,0.15,0,0,1,1,1
540,83.63,44.82,1,1,1,49.59,1,0.15,1,1,1,3,3
541,98.91,82.06,0,0,1,69.11,1,0.15,1,0,1,1,2
542,55.6,24.08,1,1,1,35.79,1,0.15,1,1,0,3,2
543,83.91,36.08,1,0,0,80.08,0,0.15,1,0,0,1,1
544,99.03,17.64,1,1,0,100.0,0,0.15,1,1,0,2,2
545,14.16,46.75,1,0,1,58.58,0,0.15,1,0,1,2,2
546,44.82,39.21,1,1,1,51.22,1,0.15,1,1,1,3,3
547,39.26,24.09,0,0,0,35.74,1,0.15,0,0,0,0,0
548,8.0,75.18,0,1,1,53.63,0,0.15,0,1,1,2,2
549,75.53,31.38,1,1,0,100.0,0,0.15,1,1,1,2,3
550,43.38,27.28,1,0,1,56.01,1,0.15,1,1,1,2,3
551,46.93,13.09,1,0,1,39.7,1,0.15,1,0,1,2,2
552,15.07,43.88,1,0,1,42.73,1,0.15,1,0,1,2,2
553,18.09,30.3,1,0,1,22.96,1,0.15,0,0,1,2,1
554,90.71,36.93,0,1,0,68.45,0,0.15,0,1,1,1,2
555,4.46,23.6,1,0,1,84.88,0,0.15,0,1,1,2,2
556,23.29,76.32,0,1,0,47.54,1,0.15,0,1,0,1,1
557,29.21,93.0,0,0,0,99.55,0,0.15,1,0,0,0,1
558,49.02,49.79,1,0,1,54.73,1,0.15,1,0,1,2,2
559,58.64,64.3,0,1,1,76.09,0,0.15,0,1,1,2,2
560,49.33,86.72,0,1,1,66.59,1,0.15,0,1,1,2,2
561,8.41,99.88,0,0,1,3.34,1,0.15,0,0,1,1,1
562,24.37,61.35,1,0,1,53.37,1,0.15,1,0,1,2,2
563,84.36,88.98,0,0,1,82.31,0,0.15,0,0,1,1,1
564,63.76,90.86,0,1,0,100.0,0,0.15,0,1,1,1,2
565,64.91,79.15,0,0,1,75.66,1,0.15,0,0,1,1,1
566,67.02,46.09,1,0,1,42.62,1,0.15,1,0,0,2,1
567,76.29,8.12,1,0,0,100.0,0,0.15,1,0,0,1,1
568,5.81,1.58,1,0,1,41.26,1,0.15,1,0,1,2,2
569,36.66,47.72,1,1,1,38.69,1,0.15,1,1,1,3,3
570,53.95,49.43,0,1,1,78.64,0,0.15,0,1,1,2,2
571,33.85,40.74,1,1,1,49.22,1,0.15,1,1,1,3,3
572,84.45,56.82,0,1,0,100.0,0,0.15,0,1,0,1,1
573,48.26,55.22,0,1,1,61.51,1,0.15,1,1,1,2,3
574,76.86,83.66,1,1,1,84.51,0,0.15,1,1,1,3,3
575,85.2,10.87,1,1,1,79.71,1,0.15,0,0,1,3,1
576,50.48,22.52,1,1,1,74.11,1,0.15,1,1,0,3,2
577,90.96,79.3,0,0,0,79.28,1,0.15,1,0,0,0,1
578,58.71,84.78,1,1,1,81.39,1,0.15,1,1,1,3,3
579,85.03,99.48,0,1,1,93.0,0,0.15,0,1,1,2,2
580,34.06,87.29,1,0,1,73.2,0,0.15,0,0,1,2,1
581,49.88,88.99,0,0,1,94.3,0,0.15,0,1,1,1,2
582,53.14,31.43,0,0,0,73.83,0,0.15,0,0,0,0,0
583,10.5,40.17,1,0,0,65.16,0,0.15,1,0,0,1,1
584,39.86,26.81,1,1,0,99.51,0,0.15,1,1,0,2,2
585,91.73,60.63,0,0,1,92.88,1,0.15,0,0,1,1,1
586,63.08,93.88,0,0,0,59.64,1,0.15,1,1,0,0,2
587,17.75,34.46,1,0,1,59.18,0,0.15,1,0,1,2,2
588,33.89,55.7,1,0,0,93.88,0,0.15,1,0,0,1,1
589,19.16,29.63,1,1,1,61.6,1,0.15,1,1,1,3,3
590,2.48,16.98,1,0,0,67.67,0,0.15,1,1,0,1,2
591,92.75,19.52,1,0,0,80.04,0,0.15,1,1,0,1,2
592,44.82,5.79,0,1,1,78.51,0,0.15,0,0,1,2,1
593,30.75,94.93,0,1,0,69.34,0,0.15,0,1,0,1,1
594,59.85,40.29,1,1,1,48.33,1,0.15,1,1,1,3,3
595,0.73,83.41,0,0,0,64.25,0,0.15,0,0,0,0,0
596,27.8,68.13,1,1,0,73.2,0,0.15,1,1,0,2,2
597,70.3,19.19,1,0,1,73.57,0,0.15,1,0,0,2,1
598,63.38,17.55,1,0,1,74.31,1,0.15,1,0,1,2,2
599,98.18,81.2,1,0,1,100.0,0,0.15,1,0,1,2,2
600,62.04,26.47,0,1,1,75.03,1,0.15,0,1,1,2,2
601,47.75,91.33,0,1,1,51.52,1,0.15,0,1,0,2,1
602,76.14,14.01,1,1,0,75.13,1,0.15,1,1,0,2,2
603,90.33,67.77,0,1,0,67.83,1,0.15,0,0,0,1,0
604,72.07,81.45,1,1,1,60.25,0,0.15,1,0,0,3,1
605,96.32,23.53,1,0,1,78.84,1,0.15,1,0,1,2,2
606,78.2,27.62,1,1,1,65.89,1,0.15,1,1,1,3,3
607,86.68,96.45,0,1,0,100.0,0,0.15,0,1,0,1,1
608,11.41,26.46,1,0,1,88.17,0,0.15,1,0,0,2,1
609,73.24,43.0,1,1,1,73.69,1,0.15,1,1,1,3,3
610,44.01,43.25,1,1,0,76.99,0,0.15,1,1,1,2,3
611,55.31,25.3,0,1,0,78.45,0,0.15,0,1,0,1,1
612,65.41,77.58,1,1,1,44.29,1,0.15,1,0,1,3,2
613,96.98,77.18,0,1,1,40.42,1,0.15,0,0,1,2,1
614,98.46,37.83,0,0,1,72.65,0,0.15,0,1,1,1,2
615,28.82,83.51,0,0,1,68.44,0,0.15,0,0,1,1,1
616,73.38,21.31,1,1,1,28.66,1,0.15,1,1,1,3,3
617,75.0,0.43,1,1,0,54.04,1,0.15,1,1,0,2,2
618,34.65,57.12,0,0,1,48.7,1,0.15,0,0,1,1,1
619,12.39,99.41,1,0,0,61.65,0,0.15,1,0,0,1,1
620,4.09,3.86,0,1,1,34.44,1,0.15,0,0,1,2,1
621,77.73,20.8,0,1,1,57.97,1,0.15,0,1,1,2,2
622,48.97,51.89,0,1,0,100.0,0,0.15,0,1,0,1,1
623,98.55,80.99,0,1,1,97.23,0,0.15,1,1,1,2,3
624,46.5,8.9,0,0,0,64.66,0,0.15,0,0,0,0,0
625,97.79,39.52,1,1,1,67.35,1,0.15,0,1,1,3,2
626,41.16,74.71,0,0,1,71.84,0,0.15,0,0,1,1,1
627,79.37,37.15,1,0,0,51.55,1,0.15,0,0,0,1,0
628,8.48,18.88,1,0,1,51.81,0,0.15,0,0,1,2,1
629,55.55,19.55,1,1,1,74.05,1,0.15,1,1,1,3,3
630,80.21,41.0,1,1,1,57.33,1,0.15,1,1,1,3,3
631,92.47,47.94,1,1,1,49.6,1,0.15,1,1,0,3,2
632,82.26,86.18,0,0,1,81.87,0,0.15,0,0,1,1,1
633,3.7,64.23,1,0,1,46.81,1,0.15,1,0,1,2,2
634,37.27,69.04,1,0,1,21.75,1,0.15,1,0,0,2,1
635,4.87,98.3,0,0,0,62.57,0,0.15,0,0,0,0,0
636,10.93,41.18,1,0,1,78.62,0,0.15,1,0,1,2,2
637,67.53,40.34,1,0,1,68.1,1,0.15,1,0,1,2,2
638,71.33,92.33,0,1,1,100.0,0,0.15,0,1,1,2,2
639,77.37,24.59,0,0,1,100.0,0,0.15,0,0,1,1,1
640,86.55,72.98,0,1,1,100.0,0,0.15,1,1,0,2,2
641,73.94,75.46,1,1,1,100.0,1,0.15,1,1,1,3,3
642,80.09,9.78,1,1,0,94.15,0,0.15,1,1,0,2,2
643,4.9,46.82,1,1,1,47.83,1,0.15,1,1,0,3,2
644,23.45,20.06,0,0,1,83.44,0,0.15,0,1,1,1,2
645,62.19,18.54,1,1,1,50.6,1,0.15,1,1,0,3,2
646,85.81,46.38,0,1,0,85.18,0,0.15,0,1,0,1,1
647,0.45,28.94,1,0,0,51.75,0,0.15,1,1,0,1,2
648,51.46,79.61,1,1,1,63.23,1,0.15,1,1,1,3,3
649,67.73,90.76,0,1,1,50.5,1,0.15,0,0,1,2,1
650,2.96,80.27,1,1,0,33.75,1,0.15,1,1,0,2,2
651,40.14,26.6,0,1,0,60.65,1,0.15,0,1,0,1,1
652,89.56,27.41,1,1,0,64.19,1,0.15,1,1,0,2,2
653,67.16,25.47,1,1,1,29.95,1,0.15,1,1,1,3,3
654,23.77,13.5,1,0,1,26.65,1,0.15,1,0,1,2,2
655,85.28,94.38,0,1,1,46.96,1,0.15,1,1,1,2,3
656,34.8,40.2,0,0,0,56.57,0,0.15,0,0,1,0,1
657,85.33,22.47,1,1,0,89.96,0,0.15,1,1,0,2,2
658,29.89,84.67,0,0,1,54.98,1,0.15,0,0,1,1,1
659,59.03,39.92,1,0,1,75.8,1,0.15,1,0,1,2,2
660,39.69,3.51,1,0,1,83.97,0,0.15,1,0,1,2,2
661,27.48,16.19,0,0,1,86.02,0,0.15,0,1,1,1,2
662,88.66,63.93,0,0,0,93.9,0,0.15,0,0,1,0,1
663,18.76,78.29,0,1,1,52.04,1,0.15,0,1,1,2,2
664,8.48,21.09,1,0,1,63.71,1,0.15,0,0,1,2,1
665,34.19,91.74,0,0,1,85.26,0,0.15,0,1,1,1,2
666,71.76,85.1,1,1,1,67.96,1,0.15,1,1,1,3,3
667,80.74,84.84,1,1,0,84.52,1,0.15,1,1,0,2,2
668,99.87,22.77,1,1,0,49.44,0,0.15,1,1,0,2,2
669,29.64,5.05,1,0,0,64.76,0,0.15,1,1,0,1,2
670,40.79,86.74,0,0,1,49.31,1,0.15,0,0,1,1,1
671,13.68,30.58,1,0,1,83.86,0,0.15,1,0,1,2,2
672,57.49,61.89,0,1,1,100.0,0,0.15,0,0,1,2,1
673,99.76,76.0,0,1,1,45.74,1,0.15,0,1,1,2,2
674,70.09,12.83,1,1,1,84.1,1,0.15,1,0,1,3,2
675,59.52,78.08,0,0,1,58.14,0,0.15,0,0,1,1,1
676,39.24,93.85,0,1,1,53.55,0,0.15,1,1,1,2,3
677,91.53,72.84,0,1,1,63.13,1,0.15,0,1,1,2,2
678,49.69,44.12,0,1,1,69.33,0,0.15,0,1,1,2,2
679,13.44,87.67,0,0,0,40.42,0,0.15,0,0,0,0,0
680,36.54,52.75,1,0,0,81.53,0,0.15,1,0,0,1,1
681,6.72,74.48,1,0,0,56.55,1,0.15,1,1,0,1,2
682,20.2,82.05,1,0,1,65.91,1,0.15,1,0,1,2,2
683,1.77,74.94,0,0,1,55.51,0,0.15,1,0,1,1,2
684,45.33,28.79,1,1,1,54.7,1,0.15,1,0,0,3,1
685,63.45,11.78,1,1,0,59.38,1,0.15,1,1,1,2,3
686,34.33,23.83,1,0,1,79.59,1,0.15,0,1,1,2,2
687,42.04,50.29,1,1,1,9.16,1,0.15,1,0,1,3,2
688,95.92,50.53,0,0,1,70.67,0,0.15,0,0,1,1,1
689,75.2,58.26,1,1,0,80.89,0,0.15,1,1,0,2,2
690,54.09,39.51,1,1,1,58.15,0,0.15,1,1,1,3,3
691,28.45,78.69,1,0,1,46.98,1,0.15,1,0,1,2,2
692,89.7,91.32,0,1,1,64.41,1,0.15,0,1,1,2,2
693,23.51,24.67,0,0,1,57.35,0,0.15,0,1,1,1,2
694,32.53,73.65,1,0,0,53.17,1,0.15,1,0,0,1,1
695,90.91,67.8,1,1,1,76.78,1,0.15,1,0,1,3,2
696,52.95,52.31,1,1,1,53.46,1,0.15,1,1,1,3,3
697,74.23,18.85,1,1,1,55.31,1,0.15,1,1,1,3,3
698,59.07,79.52,0,1,1,74.12,0,0.15,0,1,1,2,2
699,65.34,96.06,0,1,1,78.22,0,0.15,0,1,1,2,2
700,29.94,72.18,1,0,0,41.64,0,0.15,1,0,0,1,1
701,24.14,91.79,0,1,0,57.42,1,0.15,0,0,0,1,0
702,32.25,98.42,0,0,1,62.85,0,0.15,0,0,1,1,1
703,15.54,35.21,1,0,1,68.07,1,0.15,1,0,1,2,2
704,87.43,63.82,1,1,1,75.31,1,0.15,1,1,1,3,3
705,28.32,47.39,0,0,1,87.8,0,0.15,0,0,1,1,1
706,56.15,98.66,0,1,1,41.86,1,0.15,0,1,0,2,1
707,79.2,9.38,0,1,0,57.86,1,0.15,0,1,0,1,1
708,78.38,41.24,1,1,1,61.72,0,0.15,1,1,1,3,3
709,43.84,87.55,0,1,1,43.68,1,0.15,0,1,1,2,2
710,47.63,28.41,1,0,1,93.94,0,0.15,1,0,1,2,2
711,99.47,78.78,1,0,0,92.67,1,0.15,1,0,0,1,1
712,67.46,38.28,1,0,1,60.49,0,0.15,0,0,1,2,1
713,81.46,98.0,0,0,1,57.03,1,0.15,0,1,0,1,1
714,90.26,88.35,0,1,0,83.34,0,0.15,1,1,0,1,2
715,78.76,30.13,0,0,1,91.06,0,0.15,1,0,1,1,2
716,18.52,77.02,0,1,1,20.47,1,0.15,0,1,1,2,2
717,56.22,33.69,1,0,1,50.41,0,0.15,0,0,1,2,1
718,10.19,60.64,1,1,1,72.38,0,0.15,1,1,0,3,2
719,65.29,65.85,0,0,1,47.14,0,0.15,0,0,0,1,0
720,95.53,82.96,0,1,1,60.73,1,0.15,0,1,1,2,2
721,51.27,2.45,1,0,1,77.41,0,0.15,1,0,1,2,2
722,43.3,22.02,1,1,1,61.47,1,0.15,1,1,1,3,3
723,3.58,71.19,0,1,1,42.63,1,0.15,0,0,1,2,1
724,95.98,56.35,1,1,1,80.14,0,0.15,1,1,1,3,3
725,10.3,49.56,1,1,1,78.09,0,0.15,1,1,0,3,2
726,4.11,5.52,1,0,1,67.59,0,0.15,1,0,1,2,2
727,24.61,34.83,0,1,0,57.8,0,0.15,0,0,0,1,0
728,6.55,86.51,0,0,0,64.24,0,0.15,0,0,0,0,0
729,45.51,3.09,1,0,1,79.51,0,0.15,0,0,0,2,0
730,51.61,39.64,0,0,1,100.0,0,0.15,0,0,1,1,1
731,31.26,94.51,0,1,1,64.4,1,0.15,1,1,1,2,3
732,5.1,5.09,1,1,0,82.71,0,0.15,0,1,0,2,1
733,11.16,74.97,0,0,1,55.02,0,0.15,0,0,1,1,1
734,38.45,25.76,1,1,1,63.23,0,0.15,0,1,1,3,2
735,6.05,86.66,0,0,1,59.75,0,0.15,0,0,0,1,0
736,69.82,74.61,0,0,1,59.16,1,0.15,0,0,1,1,1
737,20.7,88.57,0,0,0,51.05,0,0.15,0,0,0,0,0
738,30.21,21.59,1,1,1,71.81,1,0.15,1,1,1,3,3
739,39.41,53.13,0,1,1,85.99,0,0.15,0,1,1,2,2
740,41.66,77.93,0,1,1,49.52,1,0.15,1,1,1,2,3
741,0.17,24.57,1,0,1,72.31,0,0.15,1,0,1,2,2
742,11.21,23.07,0,0,1,68.37,0,0.15,0,0,1,1,1
743,86.28,2.72,1,0,1,95.09,0,0.15,1,0,0,2,1
744,0.12,95.85,0,0,0,40.52,0,0.15,0,0,0,0,0
745,50.82,71.0,0,1,1,72.37,0,0.15,0,1,0,2,1
746,48.95,63.56,1,0,1,55.31,1,0.15,1,1,1,2,3
747,33.31,74.4,0,0,1,80.31,0,0.15,0,0,1,1,1
748,43.13,53.16,1,0,1,62.73,0,0.15,1,0,1,2,2
749,78.06,47.61,1,1,0,41.52,0,0.15,1,1,0,2,2
750,84.12,44.95,1,1,1,65.72,0,0.15,1,1,1,3,3
751,26.03,64.04,0,0,1,67.53,0,0.15,0,0,1,1,1
752,32.25,20.15,1,0,1,53.08,1,0.15,1,1,0,2,2
753,24.25,88.81,1,0,1,95.0,0,0.15,1,0,1,2,2
754,47.99,81.18,0,0,1,65.32,1,0.15,0,0,1,1,1
755,68.33,34.96,0,1,0,80.39,0,0.15,0,0,0,1,0
756,22.83,57.86,0,0,1,67.19,0,0.15,0,1,1,1,2
757,33.07,14.1,0,0,1,87.94,0,0.15,0,1,1,1,2
758,93.04,97.23,0,1,0,75.82,0,0.15,1,1,0,1,2
759,4.86,90.29,0,1,0,60.97,0,0.15,1,1,0,1,2
760,46.08,92.19,0,1,0,56.09,0,0.15,0,1,0,1,1
761,71.16,33.22,1,0,1,84.49,1,0.15,0,0,1,2,1
762,15.05,16.91,0,0,1,54.04,1,0.15,0,1,0,1,1
763,4.74,21.18,1,0,0,33.86,1,0.15,1,0,1,1,2
764,13.82,9.0,1,0,1,63.62,0,0.15,0,0,1,2,1
765,91.88,12.01,1,1,0,75.12,1,0.15,1,1,0,2,2
766,0.93,7.13,0,0,1,58.22,0,0.15,0,0,1,1,1
767,18.83,98.98,0,0,1,58.16,0,0.15,0,1,0,1,1
